"CRASH_CRN","CRASH_YEAR","CRASH_MONTH","DAY_OF_WEEK","TIME_OF_DAY","HOUR_OF_DAY","ILLUMINATION","WEATHER","ROAD_CONDITION","MAX_SEVERITY_LEVEL","FATAL_COUNT","MAJOR_INJURY","UNB_DEATH_COUNT","BELTED_DEATH_COUNT","DEC_LAT","DEC_LONG","HVY_TRUCK_RELATED","DRINKING_DRIVER","SPEEDING","MUNICIPALITY","AUTOMOBILE_COUNT","MOTORCYCLE_COUNT","BUS_COUNT","SMALL_TRUCK_COUNT","HEAVY_TRUCK_COUNT","SUV_COUNT","VAN_COUNT","BICYCLE_COUNT"
2020031544,2020,"04",6,"1619","16",1,3,1,3,0,0,0,0,40.3467,-79.9514,0,0,0,"02473",2,0,0,0,0,0,0,0
2020031545,2020,"04",3,"1508","15",1,3,1,0,0,0,0,0,40.4871,-79.9165,1,0,0,"02301",1,0,0,0,1,0,0,0
2020031579,2020,"03",5,"2140","21",3,3,1,8,0,0,0,0,40.4344,-79.997,0,0,0,"02301",2,0,0,0,0,0,0,0
2020031585,2020,"03",1,"1615","16",1,3,1,0,0,0,0,0,40.4114,-80.0752,0,0,0,"02117",2,0,0,1,0,0,0,0
2020031588,2020,"03",4,"0848","08",1,7,9,2,0,1,0,0,40.4403,-80.009,0,0,0,"02301",1,0,0,0,0,0,0,0
2020031608,2020,"04",2,"0517","05",2,3,1,0,0,0,0,0,40.4458,-80.1736,0,0,0,"02214",1,0,0,0,0,0,0,0
2020031619,2020,"04",3,"1032","10",1,7,9,0,0,0,0,0,40.5912,-80.0969,0,0,0,"02481",1,0,0,0,0,0,0,0
2020031634,2020,"04",2,"1740","17",1,3,1,3,0,0,0,0,40.4006,-80.086,0,0,0,"02415",1,0,0,0,0,0,0,0
2020031656,2020,"04",6,"1237","12",1,3,1,3,0,0,0,0,40.3807,-79.8122,0,0,0,"02424",2,0,0,0,0,1,0,0
2020031658,2020,"04",3,"1057","10",1,7,9,0,0,0,0,0,40.4687,-80.2197,0,0,1,"02203",1,0,0,0,0,0,0,0
2020031669,2020,"04",5,"0742","07",1,99,99,2,0,1,0,0,40.4424,-79.7279,0,0,0,"02446",1,0,0,0,0,0,0,0
2020031674,2020,"04",3,"2031","20",3,3,1,0,0,0,0,0,40.4643,-79.9533,0,0,0,"02301",1,0,0,0,0,0,0,0
2020031693,2020,"04",4,"1157","11",1,3,1,3,0,0,0,0,40.4596,-79.9701,0,0,0,"02301",1,0,0,0,0,0,0,0
2020031726,2020,"04",1,"1640","16",1,7,9,0,0,0,0,0,40.4481,-79.7095,0,0,0,"02466",1,0,0,0,0,1,0,0
2020031728,2020,"04",2,"1452","14",1,3,1,0,0,0,0,0,40.3542,-79.9138,0,0,0,"02473",2,0,0,0,0,0,0,0
2020031835,2020,"04",4,"1925","19",1,3,1,0,0,0,0,0,40.4667,-79.8329,0,0,0,"02113",2,0,0,0,0,0,0,0
2020031836,2020,"04",4,"1816","18",1,3,1,3,0,0,0,0,40.4569,-79.8941,0,0,0,"02301",2,0,0,0,0,0,0,0
2020031843,2020,"04",2,"0530","05",3,3,1,9,0,0,0,0,40.4703,-79.9404,0,1,1,"02301",1,0,0,0,0,0,0,0
2020031854,2020,"04",5,"0220","02",3,7,9,9,0,0,0,0,40.489,-79.912,0,0,0,"02301",1,0,0,0,0,0,0,0
2020031860,2020,"04",4,"1301","13",1,3,1,0,0,0,0,0,40.3544,-79.8145,0,0,0,"02477",1,0,0,0,0,0,0,0
2020031871,2020,"04",5,"0850","08",1,7,9,0,0,0,0,0,40.3697,-79.9584,0,0,0,"02403",2,0,0,0,0,0,0,0
2020031960,2020,"03",6,"1232","12",1,3,1,0,0,0,0,0,40.4999,-80.2193,0,0,0,"02213",2,0,0,0,0,0,0,0
2020031972,2020,"04",5,"1758","17",1,7,9,4,0,0,0,0,40.4613,-79.9342,0,0,0,"02301",1,0,0,0,0,1,0,0
2020031973,2020,"02",1,"1900","19",3,7,9,0,0,0,0,0,40.4357,-79.7711,0,0,0,"02446",0,0,0,0,0,2,0,0
2020031993,2020,"04",5,"1823","18",1,3,1,0,0,0,0,0,40.525,-79.7532,0,0,0,"02466",0,0,0,1,0,1,0,0
2020031995,2020,"04",5,"1925","19",1,4,9,0,0,0,0,0,40.4251,-79.9809,0,0,1,"02301",2,0,0,0,0,0,0,0
2020032001,2020,"04",5,"1940","19",4,3,1,0,0,0,0,0,40.3081,-79.9962,0,0,0,"02219",1,0,0,0,0,1,0,0
2020032033,2020,"04",6,"0928","09",1,3,1,0,0,0,0,0,40.3956,-80.0866,0,0,0,"02117",1,0,0,0,0,1,0,0
2020032035,2020,"04",1,"2258","22",3,3,1,0,0,0,0,0,40.3375,-79.8631,0,0,0,"02455",1,0,0,0,0,0,0,0
2020032036,2020,"03",2,"1423","14",1,99,9,0,0,0,0,0,40.5508,-80.088,0,0,0,"02215",1,0,0,0,0,1,0,0
2020032039,2020,"04",6,"1029","10",1,4,1,0,0,0,0,0,40.4963,-79.8569,0,0,0,"02408",0,0,0,1,0,1,0,0
2020032041,2020,"04",6,"1100","11",1,2,99,1,1,1,0,1,40.6069,-80.0518,1,0,1,"02108",1,0,0,0,1,0,0,0
2020032056,2020,"04",6,"1130","11",1,2,3,3,0,0,0,0,40.2765,-79.8045,0,0,0,"02105",1,0,0,0,0,0,0,0
2020032061,2020,"04",6,"1410","14",1,3,1,0,0,0,0,0,40.4582,-79.8233,0,0,0,"02113",2,0,0,0,0,0,0,0
2020032075,2020,"04",6,"1610","16",1,3,1,0,0,0,0,0,40.4815,-79.8761,0,0,0,"02113",1,0,0,0,0,0,0,0
2020032127,2020,"04",6,"1458","14",1,3,1,0,0,0,0,0,40.5286,-80.053,0,0,0,"02116",2,0,0,0,0,0,0,0
2020032135,2020,"04",6,"2320","23",3,3,1,9,0,0,0,0,40.4621,-80.0307,0,0,0,"02301",1,0,0,0,0,0,0,0
2020032139,2020,"04",7,"0247","02",3,3,1,9,0,0,0,0,40.3943,-79.9952,0,0,0,"02301",1,0,0,0,0,0,0,0
2020032149,2020,"04",6,"1215","12",1,3,1,0,0,0,0,0,40.41,-80.0053,0,0,0,"02301",1,0,0,0,0,1,0,0
2020032150,2020,"04",3,"1310","13",1,3,1,0,0,0,0,0,40.4547,-79.9325,0,0,0,"02301",1,0,0,1,0,0,0,0
2020032151,2020,"04",6,"1207","12",1,3,1,3,0,0,0,0,40.4637,-79.9119,0,0,0,"02301",1,0,0,0,0,0,0,0
2020032152,2020,"04",7,"0909","09",1,3,1,4,0,0,0,0,40.4294,-79.9991,0,0,0,"02301",2,0,0,0,0,0,0,0
2020032156,2020,"04",6,"1200","12",1,3,1,2,0,1,0,0,40.4573,-79.909,0,0,0,"02301",2,0,0,0,0,0,0,0
2020032164,2020,"04",6,"1200","12",1,3,1,9,0,0,0,0,40.4583,-79.9721,0,0,0,"02301",1,0,0,0,0,0,1,0
2020032200,2020,"04",6,"1529","15",1,3,1,0,0,0,0,0,40.4225,-80.0039,0,0,0,"02301",2,0,0,0,0,0,0,0
2020032202,2020,"04",5,"1556","15",1,3,1,1,1,0,1,0,40.3446,-79.7971,1,0,0,"02477",1,0,0,0,1,0,0,0
2020032203,2020,"04",7,"1610","16",1,3,1,3,0,0,0,0,40.5297,-79.9525,0,0,0,"02118",2,0,0,0,0,0,0,0
2020032248,2020,"04",7,"2105","21",3,3,1,3,0,0,0,0,40.4853,-79.8203,0,1,0,"02113",1,0,0,1,0,0,0,0
2020032255,2020,"04",7,"2020","20",3,3,1,3,0,0,0,0,40.2965,-79.878,0,0,0,"02302",1,0,0,0,0,0,0,0
2020032266,2020,"04",1,"0613","06",3,4,1,0,0,0,0,0,40.3491,-79.9756,0,0,0,"02476",1,0,0,0,0,0,0,0
2020032267,2020,"04",5,"1845","18",1,7,9,4,0,0,0,0,40.3684,-79.9942,0,0,0,"02476",2,0,0,0,0,0,0,0
2020032278,2020,"04",5,"1334","13",1,3,1,0,0,0,0,0,40.448,-79.8945,0,0,0,"02301",2,0,0,0,0,0,0,0
2020032282,2020,"04",1,"1030","10",1,4,1,0,0,0,0,0,40.4362,-79.9777,0,0,0,"02301",2,0,0,0,0,0,0,0
2020032298,2020,"04",1,"1127","11",1,3,1,4,0,0,0,0,40.4064,-79.8299,0,0,0,"02467",2,0,0,0,0,0,0,0
2020032299,2020,"04",1,"1023","10",1,3,1,3,0,0,0,0,40.2968,-79.8298,0,0,0,"02105",2,0,0,0,0,0,0,0
2020032305,2020,"04",7,"1108","11",1,3,1,8,0,0,0,0,40.6536,-80.0715,0,0,0,"02212",1,0,0,1,0,0,0,0
2020032332,2020,"04",3,"1200","12",1,7,9,0,0,0,0,0,40.4395,-80.0103,0,0,0,"02301",1,0,0,0,0,0,0,0
2020032362,2020,"04",1,"1738","17",1,3,1,0,0,0,0,0,40.4642,-79.9639,0,0,0,"02301",1,0,0,0,0,1,0,0
2020032365,2020,"04",7,"2135","21",3,3,1,0,0,0,0,0,40.4058,-80.0919,0,1,0,"02415",4,0,0,0,0,0,0,0
2020032367,2020,"03",6,"2150","21",3,3,1,0,0,0,0,0,40.4754,-79.9708,0,0,1,"02445",3,0,0,0,0,0,0,0
2020032395,2020,"04",1,"1940","19",4,3,1,3,0,0,0,0,40.4711,-79.9204,0,0,0,"02301",2,0,0,0,0,0,0,0
2020032396,2020,"04",1,"1916","19",1,3,1,0,0,0,0,0,40.5058,-80.0369,0,0,0,"02116",1,0,0,0,0,0,0,0
2020032410,2020,"04",1,"2230","22",3,7,9,0,0,0,0,0,40.4497,-80.0251,0,0,0,"02301",1,0,0,0,0,0,0,0
2020032415,2020,"04",4,"0220","02",3,8,9,0,0,0,0,0,40.4615,-80.1061,0,1,0,"02126",0,0,0,1,0,0,0,0
2020032439,2020,"04",2,"0846","08",1,3,1,4,0,0,0,0,40.2915,-80.0313,1,0,0,"02407",1,0,0,0,2,0,0,0
2020032459,2020,"04",7,"1125","11",1,3,1,4,0,0,0,0,40.5238,-79.8327,0,0,0,"02451",2,0,0,0,0,0,0,0
2020032461,2020,"04",2,"0815","08",1,4,9,0,0,0,0,0,40.3961,-79.8211,0,0,1,"02111",2,0,0,0,0,0,0,0
2020032498,2020,"03",1,"1545","15",1,3,1,8,0,0,0,0,40.3865,-80.0887,0,0,0,"02117",0,0,0,0,0,1,0,1
2020032512,2020,"04",2,"1515","15",1,4,9,0,0,0,0,0,40.4323,-80.0102,0,0,0,"02301",2,0,0,0,0,0,0,0
2020032517,2020,"04",2,"1500","15",1,3,1,0,0,0,0,0,40.4704,-79.923,0,0,0,"02301",2,0,0,0,0,0,0,0
2020032540,2020,"04",2,"1718","17",1,4,1,0,0,0,0,0,40.4174,-80.0359,0,0,0,"02301",2,0,0,0,0,0,0,0
2020032543,2020,"04",2,"1433","14",1,3,9,0,0,0,0,0,40.3509,-79.8343,0,0,0,"02304",2,0,0,0,0,0,0,0
2020032550,2020,"02",7,"2338","23",3,3,1,0,0,0,0,0,40.5042,-80.2227,0,1,0,"02213",1,0,0,0,0,1,0,0
2020032580,2020,"04",4,"1743","17",1,3,1,0,0,0,0,0,40.4277,-79.9497,0,0,0,"02301",1,0,0,0,0,0,0,0
2020032583,2020,"04",5,"0942","09",1,7,9,3,0,0,0,0,40.4301,-79.883,0,0,0,"02426",1,0,0,0,0,0,0,0
2020032594,2020,"04",7,"0743","07",1,3,1,3,0,0,0,0,40.4795,-79.7695,1,0,0,"02466",0,0,0,0,1,0,0,0
2020032607,2020,"04",1,"2309","23",3,7,9,0,0,0,0,0,40.4315,-79.8723,0,0,0,"02411",1,0,0,0,0,0,0,0
2020032610,2020,"04",7,"1527","15",1,4,1,0,0,0,0,0,40.4013,-79.8806,0,0,0,"02475",1,0,0,0,0,0,0,0
2020032632,2020,"04",7,"0203","02",3,3,1,0,0,0,0,0,40.4478,-79.9371,0,0,0,"02301",1,0,0,0,0,0,0,0
2020032633,2020,"04",3,"0022","00",3,3,1,9,0,0,0,0,40.4608,-80.0174,0,0,0,"02301",1,0,0,0,0,0,0,0
2020032652,2020,"04",1,"0138","01",3,3,1,1,1,0,1,0,40.4425,-80.024,0,0,1,"02301",1,0,0,0,0,0,0,0
2020032671,2020,"04",3,"1050","10",1,3,1,0,0,0,0,0,40.455,-79.9452,0,0,0,"02301",2,0,0,0,0,0,0,0
2020032674,2020,"02",4,"1848","18",2,7,9,0,0,0,0,0,40.5221,-80.0847,0,0,0,"02211",3,0,0,0,0,0,0,0
2020032727,2020,"04",3,"1320","13",1,3,1,0,0,0,0,0,40.4574,-79.999,0,0,0,"02301",2,0,0,0,0,0,0,0
2020032731,2020,"04",7,"2159","21",3,3,3,0,0,0,0,0,40.4384,-79.8307,0,0,0,"02419",1,0,0,0,0,0,0,0
2020032734,2020,"01",5,"1108","11",1,3,1,4,0,0,0,0,40.5105,-80.098,0,0,0,"02429",2,0,0,0,0,0,0,0
2020032760,2020,"04",4,"1553","15",1,3,1,2,0,1,0,0,40.3614,-79.9055,0,0,0,"02473",0,1,0,0,0,0,0,0
2020032837,2020,"04",3,"1914","19",1,4,1,0,0,0,0,0,40.4656,-80.0663,0,1,0,"02444",0,0,0,0,0,1,0,0
2020032839,2020,"04",1,"1459","14",1,3,1,0,0,0,0,0,40.3243,-79.8884,0,0,0,"02433",2,0,0,0,0,0,0,0
2020032849,2020,"04",3,"0022","00",3,3,1,9,0,0,0,0,40.4639,-80.0205,0,0,0,"02301",1,0,0,0,0,1,0,0
2020032856,2020,"04",3,"2300","23",2,3,1,0,0,0,0,0,40.28,-79.9426,0,1,0,"02440",0,0,0,1,0,0,0,0
2020032858,2020,"04",5,"1645","16",1,3,1,0,0,0,0,0,40.3376,-80.1262,0,0,0,"02119",1,0,0,0,0,0,0,0
2020032879,2020,"04",4,"0645","06",1,4,2,0,0,0,0,0,40.5759,-79.9547,0,0,0,"02207",1,0,0,0,0,0,0,0
2020032890,2020,"04",4,"0700","07",1,3,1,0,0,0,0,0,40.3907,-79.9345,0,0,0,"02301",0,0,0,0,0,1,0,0
2020032936,2020,"04",3,"1334","13",1,3,1,0,0,0,0,0,40.4089,-79.905,0,0,0,"02448",1,0,0,0,0,1,0,0
2020032984,2020,"03",1,"2109","21",3,3,1,0,0,0,0,0,40.4355,-79.9678,0,0,0,"02301",0,0,0,0,0,2,0,0
2020032999,2020,"04",5,"1838","18",1,7,9,0,0,0,0,0,40.4314,-79.8723,0,0,0,"02411",1,0,0,0,0,0,0,0
2020033016,2020,"04",3,"2112","21",2,3,1,0,0,0,0,0,40.4537,-80.0411,0,0,0,"02301",0,0,0,0,0,1,0,0
2020033024,2020,"03",1,"0223","02",3,9,9,0,0,0,0,0,40.3668,-79.8707,0,1,0,"02473",0,0,0,0,0,1,0,0
2020033026,2020,"04",4,"1956","19",3,4,1,0,0,0,0,0,40.3361,-80.0746,0,0,0,"02123",2,0,0,0,0,0,0,0
2020033035,2020,"04",4,"1059","10",1,3,1,0,0,0,0,0,40.5843,-79.8396,0,0,0,"02208",1,0,0,0,0,0,0,0
2020033039,2020,"04",4,"0419","04",3,3,1,0,0,0,0,0,40.4838,-79.9079,0,0,1,"02301",1,0,0,0,0,0,0,0
2020033043,2020,"04",2,"0633","06",1,3,9,3,0,0,0,0,40.623,-79.8218,0,0,0,"02220",1,0,0,0,0,1,0,0
2020033064,2020,"04",4,"1632","16",1,3,1,3,0,0,0,0,40.5682,-79.9668,0,0,0,"02207",2,0,0,0,0,0,0,0
2020033088,2020,"04",4,"1415","14",1,3,1,0,0,0,0,0,40.397,-79.7634,0,0,0,"02446",1,0,0,1,0,0,0,0
2020033089,2020,"04",5,"0705","07",1,3,1,8,0,0,0,0,40.454,-79.9124,1,0,0,"02301",0,0,0,0,1,0,0,0
2020033090,2020,"04",5,"0935","09",1,3,1,3,0,0,0,0,40.4527,-80.0545,0,0,1,"02301",0,0,0,2,0,0,0,0
2020033095,2020,"04",4,"0855","08",1,3,1,3,0,0,0,0,40.3413,-80.0224,0,0,0,"02407",1,0,0,1,0,0,0,0
2020033097,2020,"04",5,"1332","13",1,3,1,0,0,0,0,0,40.4865,-79.8373,0,0,0,"02113",2,0,0,0,0,0,0,0
2020033106,2020,"04",5,"1500","15",1,4,1,4,0,0,0,0,40.4354,-80.2313,0,0,0,"02214",1,0,0,1,0,0,0,0
2020033170,2020,"04",5,"1845","18",1,3,1,4,0,0,0,0,40.3992,-80.0447,0,0,0,"02301",2,0,0,1,0,0,0,0
2020033176,2020,"04",5,"0027","00",3,3,1,0,0,0,0,0,40.3253,-79.838,0,0,0,"02304",0,0,0,0,0,1,0,0
2020033192,2020,"04",6,"0118","01",3,3,1,0,0,0,0,0,40.4261,-80.0203,0,0,0,"02301",0,0,0,0,0,0,1,0
2020033215,2020,"04",5,"1153","11",1,3,1,0,0,0,0,0,40.572,-80.0164,0,0,0,"02108",2,0,0,0,0,0,0,0
2020033224,2020,"04",6,"1102","11",1,3,1,0,0,0,0,0,40.3526,-79.8394,0,0,0,"02304",1,0,0,0,0,0,0,0
2020033232,2020,"04",6,"0943","09",1,10,9,3,0,0,0,0,40.6347,-79.9397,0,0,0,"02217",1,0,0,0,0,1,0,0
2020033236,2020,"04",6,"1040","10",1,3,1,8,0,0,0,0,40.5118,-79.948,0,0,0,"02118",1,0,0,0,0,0,0,0
2020033276,2020,"04",6,"1413","14",1,3,1,2,0,1,0,0,40.5582,-80.0233,0,0,0,"02108",2,0,0,0,0,0,0,0
2020033294,2020,"03",3,"2127","21",3,4,1,0,0,0,0,0,40.3805,-80.0208,0,1,0,"02101",1,0,0,0,0,1,0,0
2020033307,2020,"04",6,"1632","16",1,7,9,9,0,0,0,0,40.4487,-80.0255,0,0,0,"02301",1,0,0,0,0,0,0,0
2020033311,2020,"04",6,"1713","17",1,7,9,4,0,0,0,0,40.649,-80.0968,0,0,0,"02212",0,0,0,0,0,2,0,0
2020033316,2020,"03",7,"1909","19",4,7,9,4,0,0,0,0,40.437,-80.0146,0,0,0,"02301",1,0,0,0,0,0,0,0
2020033338,2020,"04",5,"1622","16",1,3,1,0,0,0,0,0,40.4285,-79.9282,0,0,0,"02301",1,0,0,0,0,1,0,0
2020033353,2020,"04",6,"2007","20",3,7,9,8,0,0,0,0,40.5556,-79.9717,0,0,0,"02207",1,0,0,1,0,0,0,0
2020033354,2020,"04",6,"2347","23",3,7,9,8,0,0,0,0,40.3962,-79.9981,0,0,0,"02301",2,0,0,0,0,0,0,0
2020033357,2020,"04",6,"2251","22",3,7,9,0,0,0,0,0,40.4039,-79.8831,0,0,0,"02475",2,0,0,0,0,0,0,0
2020033362,2020,"04",6,"2215","22",3,7,9,0,0,0,0,0,40.5115,-80.1009,0,0,0,"02429",2,0,0,0,0,0,0,0
2020033368,2020,"04",6,"1716","17",1,3,1,0,0,0,0,0,40.3652,-80.0181,0,0,0,"02416",2,0,0,0,0,0,0,0
2020033369,2020,"04",7,"1530","15",1,3,1,3,0,0,0,0,40.3646,-80.021,0,0,0,"02416",2,0,0,0,0,0,0,0
2020033370,2020,"04",4,"1512","15",1,4,1,0,0,0,0,0,40.3674,-80.0136,0,0,0,"02416",2,0,0,0,0,0,0,0
2020033385,2020,"04",6,"1321","13",1,3,1,8,0,0,0,0,40.2902,-79.8357,0,0,0,"02105",2,0,0,0,0,0,0,0
2020033393,2020,"04",6,"1120","11",1,3,1,0,0,0,0,0,40.4583,-79.9735,0,0,0,"02301",2,0,0,2,0,1,0,0
2020033396,2020,"04",7,"0927","09",1,4,1,0,0,0,0,0,40.4622,-79.9696,0,0,0,"02301",0,0,0,1,0,1,0,0
2020033409,2020,"04",7,"0713","07",1,3,1,0,0,0,0,0,40.4159,-79.9746,0,1,0,"02301",1,0,0,0,0,0,0,0
2020033429,2020,"04",3,"1715","17",1,3,1,0,0,0,0,0,40.4588,-79.929,0,0,0,"02301",2,0,0,0,0,0,0,0
2020033432,2020,"04",4,"1717","17",1,3,1,0,0,0,0,0,40.3195,-80.0269,0,0,0,"02407",2,0,0,0,0,0,0,0
2020033436,2020,"03",1,"2245","22",3,3,1,0,0,0,0,0,40.3963,-79.8212,0,1,0,"02111",0,0,0,1,0,0,0,0
2020033446,2020,"04",7,"1650","16",1,3,1,3,0,0,0,0,40.4664,-79.8686,0,0,0,"02113",1,0,0,0,0,1,0,0
2020033468,2020,"04",7,"1841","18",1,3,1,0,0,0,0,0,40.4578,-79.9355,0,0,0,"02301",2,0,0,0,0,0,0,0
2020033501,2020,"04",7,"2105","21",3,3,1,0,0,0,0,0,40.468,-79.9903,0,0,0,"02301",2,0,0,0,0,0,0,0
2020033518,2020,"04",1,"0107","01",3,3,1,0,0,0,0,0,40.4357,-79.9949,0,0,0,"02301",1,0,0,0,0,0,0,0
2020033523,2020,"03",1,"2329","23",2,3,1,0,0,0,0,0,40.5343,-80.0562,0,0,0,"02116",1,0,0,0,0,0,0,0
2020033524,2020,"04",7,"0514","05",3,3,1,9,0,0,0,0,40.4403,-80.0319,0,0,0,"02301",1,0,0,0,0,0,0,0
2020033531,2020,"04",7,"1435","14",1,3,1,0,0,0,0,0,40.4421,-80.0041,0,0,0,"02301",0,0,0,1,0,1,0,0
2020033535,2020,"04",1,"0457","04",3,3,1,2,0,1,0,0,40.4046,-80.019,0,1,1,"02301",0,0,0,1,0,0,0,0
2020033541,2020,"04",6,"1453","14",1,3,1,0,0,0,0,0,40.4592,-79.922,0,0,0,"02301",2,0,0,0,0,0,0,0
2020033554,2020,"04",5,"1236","12",1,4,1,3,0,0,0,0,40.4636,-79.9306,0,0,0,"02301",1,0,0,0,0,1,0,0
2020033556,2020,"04",1,"1132","11",1,3,1,3,0,0,0,0,40.4496,-79.9026,0,0,1,"02301",2,0,0,0,0,0,0,0
2020033557,2020,"04",7,"1654","16",1,4,1,0,0,0,0,0,40.385,-79.8627,0,0,0,"02303",2,0,0,0,0,0,0,0
2020033597,2020,"04",1,"1634","16",1,3,1,9,0,0,0,0,40.3801,-79.9942,0,0,0,"02301",1,0,0,0,0,0,0,0
2020033600,2020,"04",1,"1706","17",1,3,1,3,0,0,0,0,40.4383,-79.9793,0,0,0,"02301",2,0,0,0,0,0,0,0
2020033610,2020,"04",1,"1608","16",1,3,1,0,0,0,0,0,40.4639,-79.8283,0,1,0,"02113",0,0,0,0,0,1,0,0
2020033644,2020,"04",1,"2025","20",3,3,1,0,0,0,0,0,40.4544,-80.0409,0,0,0,"02301",2,0,0,0,0,0,0,0
2020033679,2020,"04",1,"1330","13",1,3,1,3,0,0,0,0,40.4684,-79.7059,0,0,0,"02466",2,0,0,0,0,0,0,0
2020033681,2020,"04",1,"1337","13",1,3,1,0,0,0,0,0,40.4444,-79.9734,0,0,0,"02301",1,0,0,0,0,0,0,0
2020033691,2020,"04",2,"0940","09",1,3,1,0,0,0,0,0,40.4556,-79.9663,0,0,0,"02301",1,0,0,0,0,1,0,0
2020033746,2020,"04",7,"0045","00",2,7,8,0,0,0,0,0,40.4408,-80.1861,0,0,0,"02214",1,0,0,0,0,0,0,0
2020033757,2020,"04",1,"1430","14",1,3,1,1,1,0,0,0,40.631,-79.807,0,0,1,"02206",0,1,0,0,0,0,0,0
2020033771,2020,"04",2,"1702","17",1,3,1,3,0,0,0,0,40.4591,-80.0068,0,0,0,"02301",1,0,0,1,0,0,0,0
2020033824,2020,"04",1,"2235","22",2,7,9,0,0,0,0,0,40.442,-80.1591,0,0,0,"02115",1,0,0,0,0,0,0,0
2020033845,2020,"04",6,"1626","16",1,7,9,0,0,0,0,0,40.5498,-80.0865,0,0,0,"02215",1,0,0,0,0,0,0,0
2020033868,2020,"04",6,"1410","14",1,3,1,0,0,0,0,0,40.2855,-80.0147,0,0,0,"02219",1,0,0,0,0,0,0,0
2020033879,2020,"04",3,"0237","02",3,3,1,9,0,0,0,0,40.3388,-79.8389,0,0,0,"02304",0,0,0,0,0,1,0,0
2020033893,2020,"04",3,"2044","20",3,3,1,9,0,0,0,0,40.2965,-79.8815,0,0,0,"02302",2,0,0,0,0,0,0,0
2020033895,2020,"04",1,"0009","00",3,3,1,1,1,0,0,0,40.4517,-79.8847,0,0,1,"02301",1,0,0,0,0,0,0,0
2020033910,2020,"04",3,"1019","10",1,3,1,0,0,0,0,0,40.4639,-79.953,0,0,0,"02301",0,0,0,0,0,2,0,0
2020033923,2020,"04",3,"0805","08",1,7,9,3,0,0,0,0,40.4253,-79.9809,0,0,1,"02301",2,0,0,0,0,0,0,0
2020033951,2020,"04",6,"0754","07",1,3,1,0,0,0,0,0,40.5017,-79.7874,0,0,0,"02466",0,0,0,0,0,1,0,0
2020033977,2020,"04",2,"2013","20",3,3,1,0,0,0,0,0,40.3533,-79.8447,0,1,1,"02304",1,0,0,0,0,0,0,0
2020033980,2020,"04",6,"1826","18",1,3,1,0,0,0,0,0,40.4601,-79.946,0,0,0,"02301",2,0,0,0,0,0,0,0
2020033992,2020,"01",6,"1907","19",3,3,1,0,0,0,0,0,40.5182,-80.1639,0,1,0,"02420",4,0,0,0,0,0,0,0
2020033993,2020,"01",1,"2223","22",3,4,1,0,0,0,0,0,40.5146,-80.1568,0,0,0,"02420",2,0,0,0,0,0,0,0
2020033994,2020,"01",2,"1628","16",1,7,9,0,0,0,0,0,40.5141,-80.153,1,0,0,"02420",1,0,0,0,1,0,0,0
2020033995,2020,"02",3,"1547","15",1,3,1,3,0,0,0,0,40.5169,-80.1679,0,0,0,"02420",1,0,0,0,0,0,0,0
2020033996,2020,"02",4,"1635","16",1,7,9,3,0,0,0,0,40.5196,-80.1668,0,1,0,"02420",0,0,0,1,0,1,0,0
2020033997,2020,"02",6,"1842","18",3,3,1,0,0,0,0,0,40.5128,-80.1565,0,0,0,"02420",2,0,0,0,0,0,0,0
2020033998,2020,"03",5,"0138","01",3,7,9,0,0,0,0,0,40.5157,-80.1597,0,0,0,"02420",1,0,0,0,0,0,1,0
2020034015,2020,"04",3,"1635","16",1,3,1,8,0,0,0,0,40.3977,-79.7693,0,0,0,"02446",2,0,0,0,0,0,0,0
2020034021,2020,"04",2,"1757","17",1,3,1,4,0,0,0,0,40.4212,-79.9585,0,0,1,"02301",2,0,0,0,0,0,0,0
2020034023,2020,"04",4,"1530","15",1,3,1,0,0,0,0,0,40.3536,-80.0245,0,0,0,"02407",2,0,0,0,0,0,0,0
2020034025,2020,"02",1,"1922","19",2,3,1,0,0,0,0,0,40.5432,-80.1221,0,0,0,"02460",1,0,0,0,0,0,0,0
2020034038,2020,"03",1,"0554","05",5,3,9,0,0,0,0,0,40.4261,-80.0309,0,0,0,"02301",0,0,0,1,0,0,0,0
2020034062,2020,"04",2,"0938","09",1,7,9,8,0,0,0,0,40.4406,-80.1867,0,0,0,"02214",1,0,0,0,0,0,0,0
2020034090,2020,"04",6,"2032","20",3,7,9,0,0,0,0,0,40.4427,-79.8384,0,0,0,"02419",1,0,0,0,0,0,0,0
2020034118,2020,"04",3,"2151","21",3,3,1,9,0,0,0,0,40.3952,-80.022,0,0,0,"02301",0,0,0,0,0,4,0,0
2020034145,2020,"04",3,"0844","08",1,4,1,8,0,0,0,0,40.4064,-79.8268,0,0,0,"02467",0,0,0,0,0,2,0,0
2020034168,2020,"04",6,"2239","22",3,3,1,0,0,0,0,0,40.4843,-79.7794,0,0,0,"02466",1,0,0,0,0,1,0,0
2020034177,2020,"04",5,"0707","07",1,4,1,3,0,0,0,0,40.2618,-79.8783,0,0,0,"02204",0,0,0,2,0,1,0,0
2020034178,2020,"04",4,"1259","12",1,3,1,4,0,0,0,0,40.4696,-80.0388,0,0,0,"02301",1,0,0,0,0,1,0,0
2020034208,2020,"04",2,"0422","04",3,3,1,3,0,0,0,0,40.5039,-79.8599,0,0,1,"02112",0,0,0,0,0,2,0,0
